Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal
2023-10-26 00:00:00-04:00,122.96551887056602,124.02290583816598,120.97045888485647,121.97796630859375,57061100,0.0,0.0,,,121.97796630859375,121.97796630859375,0.0,0.0
2023-10-27 00:00:00-04:00,122.57647808155141,123.00541626645175,119.91307492929911,121.86823272705078,44566500,0.0,0.0,,,121.9610842191256,121.96983789514611,-0.008753676020518242,-0.0017507352041036485
2023-10-30 00:00:00-04:00,122.90566778759941,125.09026087677694,122.44680491056916,124.15258026123047,28940100,0.0,0.0,,,122.2982374563725,122.13152251485607,0.16671494151643174,0.031942400140003435
2023-10-31 00:00:00-04:00,124.751096539292,125.06033600746238,122.38695536358645,123.77352142333984,26292300,0.0,0.0,,,122.52520422052132,122.25315206363264,0.2720521568886767,0.07996435148973809
2023-11-01 00:00:00-04:00,123.76353866136154,126.17755927617083,123.41440470641795,126.13765716552734,30082400,0.0,0.0,123.58199157714844,,123.0809662120607,122.5408931822915,0.5400730297692036,0.17198608714563118
2023-11-02 00:00:00-04:00,128.1027977872887,128.66141213889097,126.61648025288991,127.17509460449219,27124600,0.0,0.0,124.62141723632813,,123.71083211858863,122.88416736171376,0.8266647568748624,0.3029218210914775
2023-11-03 00:00:00-04:00,127.7037937128492,129.2100585197001,127.54418526122137,128.7811279296875,26380100,0.0,0.0,126.00399627685547,,124.49087762798845,123.32097925563774,1.1698983723507155,0.4763171313433251
2023-11-06 00:00:00-05:00,128.73123560644035,130.01804246983335,128.35216937673005,129.9282684326172,19052700,0.0,0.0,127.15913391113281,,125.32739929023903,123.81040808356215,1.5169912066768774,0.6844519464100356
2023-11-07 00:00:00-05:00,130.38714732466838,131.58418022837037,129.55919563415722,130.64649963378906,29757300,0.0,0.0,128.53372955322266,,126.14572242001596,124.31678523543081,1.8289371845851434,0.9133489940450572
2023-11-08 00:00:00-05:00,130.64649708714379,131.8834396888141,130.45696396370812,131.51434326171875,26425800,0.0,0.0,129.60906677246095,,126.97166408797024,124.84993768182252,2.1217264061477152,1.1550244764655888
2023-11-09 00:00:00-05:00,131.63405715227634,132.22259616190166,129.74872618064185,129.91830444335938,23747800,0.0,0.0,130.15770874023437,,127.42499337341472,125.22537225675117,2.1996211166635504,1.363943804505181
2023-11-10 00:00:00-05:00,129.77865702915878,132.47198494220206,129.09035890470446,132.2624969482422,26913300,0.0,0.0,130.8539825439453,,128.16922469261894,125.74664075241718,2.4225839402017613,1.575671831644497
2023-11-13 00:00:00-05:00,131.45448582522138,132.26248258930508,130.92579620869506,131.7637176513672,18324800,0.0,0.0,131.2210723876953,,128.72222360934944,126.1923501523394,2.5298734570100407,1.766512156717606
2023-11-14 00:00:00-05:00,133.85854688936197,135.36481163948176,132.99070070060876,133.28994750976562,32395200,0.0,0.0,131.74976196289063,84.32199270172346,129.42495036325963,126.71809810474134,2.706852258518282,1.9545801770777413
2023-11-15 00:00:00-05:00,134.53687335794058,134.6964818194617,133.24009646610827,134.28749084472656,23861500,0.0,0.0,132.30439147949218,85.21686707015111,130.17303351425454,127.27879386325877,2.8942396509957717,2.1425120718613475
2023-11-16 00:00:00-05:00,134.85607401629477,136.88105856167562,133.98822784573122,136.59176635742188,28013200,0.0,0.0,133.6390838623047,87.42391951457421,131.16053087474182,127.96864367764123,3.1918871971005984,2.352387096909198
2023-11-17 00:00:00-05:00,135.66408244956176,135.72393181526644,133.31988081879473,134.9757843017578,37240600,0.0,0.0,134.1817413330078,78.47773623296749,131.7474929404366,128.4876911312795,3.2598018091570964,2.533870039358778
2023-11-20 00:00:00-05:00,133.3597779783087,136.32244307035154,133.28994357749957,135.9134521484375,27815500,0.0,0.0,135.01168823242188,81.0301138586309,132.3884097416675,129.0377475029208,3.350662238746679,2.6972284792363586
2023-11-21 00:00:00-05:00,135.95333986137373,136.84114084059354,135.62416839744438,136.6316680908203,22635300,0.0,0.0,135.6800323486328,79.28733708508732,133.04121871846024,129.6002601390615,3.440958579398739,2.8459744992688347
2023-11-22 00:00:00-05:00,137.13043396063054,139.0756141843875,137.13043396063054,138.14791870117188,17813900,0.0,0.0,136.45211791992188,79.82649479841095,133.82686486964664,130.23342003255115,3.5934448370954897,2.9954685668341656
2023-11-24 00:00:00-05:00,137.68905769492272,137.78881677830012,135.6541032954757,136.3523712158203,12514300,0.0,0.0,136.40423889160155,70.3703946984893,134.21540430751952,130.68667567575628,3.5287286317632436,3.1021205798199816
2023-11-27 00:00:00-05:00,135.69399284434908,138.07808872751622,135.66406816464772,136.07305908203125,23436500,0.0,0.0,136.62369384765626,67.34238094540856,134.5011973497521,131.08566703918405,3.4155303105680446,3.1648025259695944
2023-11-28 00:00:00-05:00,135.74388576008332,136.91099404673662,135.08551229958144,136.86111450195312,18730000,0.0,0.0,136.81322631835937,67.47058858855252,134.86426152701378,131.5134779623521,3.3507835646616684,3.201998733708009
2023-11-29 00:00:00-05:00,137.2301994748501,137.94840701946194,134.50693181273968,134.6565704345703,23967200,0.0,0.0,136.41820678710937,58.215989039443166,134.83230905125325,131.74629962696088,3.086009424292371,3.1788008718248815
2023-11-30 00:00:00-05:00,134.71641633416107,135.21518128525304,130.95572434102007,132.20263671875,38988300,0.0,0.0,135.229150390625,55.716395661059195,134.427744077022,131.7801023745008,2.6476417025211845,3.072569037964142
2023-12-01 00:00:00-05:00,131.5343017578125,131.78368424899438,130.3472386644109,131.5343017578125,31431200,0.0,0.0,134.26553649902343,48.01090349820567,133.9825991048359,131.7618949214128,2.2207041834231234,2.9021960670559386
